y_pred_svm,y_pred_nb,y_test_svm,y_test_nb
neutral,neutral,worry,neutral
worry,worry,neutral,sadness
worry,happiness,worry,worry
worry,worry,fun,worry
worry,love,sadness,neutral
sadness,happiness,worry,happiness
happiness,neutral,sadness,neutral
neutral,worry,neutral,worry
love,worry,love,sadness
happiness,worry,neutral,love
worry,worry,sadness,sadness
neutral,worry,neutral,worry
neutral,worry,empty,worry
happiness,neutral,fun,neutral
happiness,sadness,neutral,surprise
worry,sadness,worry,neutral
worry,worry,worry,sadness
love,neutral,love,neutral
worry,neutral,sadness,worry
love,neutral,love,happiness
worry,love,worry,surprise
neutral,neutral,neutral,love
worry,worry,sadness,surprise
worry,neutral,worry,worry
sadness,worry,happiness,fun
sadness,neutral,neutral,relief
neutral,neutral,sadness,neutral
neutral,worry,happiness,sadness
neutral,neutral,happiness,neutral
worry,worry,worry,worry
worry,worry,relief,neutral
happiness,happiness,fun,neutral
happiness,neutral,empty,anger
worry,worry,worry,worry
neutral,happiness,worry,happiness
worry,worry,worry,sadness
neutral,neutral,relief,surprise
neutral,neutral,neutral,neutral
neutral,neutral,enthusiasm,worry
neutral,neutral,sadness,happiness
worry,neutral,sadness,hate
happiness,worry,enthusiasm,neutral
neutral,neutral,worry,neutral
love,neutral,surprise,fun
worry,worry,fun,sadness
happiness,neutral,relief,neutral
happiness,neutral,neutral,happiness
worry,neutral,worry,enthusiasm
surprise,neutral,happiness,neutral
neutral,worry,relief,neutral
neutral,sadness,neutral,worry
worry,worry,sadness,sadness
hate,neutral,hate,neutral
love,worry,love,hate
love,neutral,surprise,empty
sadness,neutral,worry,happiness
worry,neutral,worry,sadness
happiness,neutral,neutral,empty
neutral,worry,happiness,love
worry,neutral,relief,fun
neutral,neutral,neutral,love
sadness,worry,neutral,neutral
neutral,neutral,neutral,happiness
neutral,neutral,hate,neutral
neutral,neutral,neutral,happiness
surprise,worry,neutral,worry
happiness,worry,fun,relief
neutral,worry,happiness,worry
love,neutral,relief,surprise
love,neutral,happiness,surprise
relief,love,sadness,happiness
love,worry,love,neutral
worry,sadness,hate,worry
neutral,worry,relief,happiness
neutral,neutral,happiness,sadness
neutral,neutral,happiness,sadness
happiness,love,happiness,empty
worry,worry,worry,worry
happiness,neutral,happiness,neutral
worry,love,happiness,love
worry,neutral,worry,worry
worry,worry,worry,worry
worry,worry,happiness,neutral
happiness,neutral,happiness,relief
neutral,happiness,sadness,surprise
hate,worry,hate,neutral
neutral,worry,neutral,worry
worry,worry,sadness,fun
neutral,neutral,happiness,happiness
worry,worry,empty,neutral
worry,worry,sadness,happiness
neutral,happiness,neutral,love
love,neutral,love,sadness
worry,neutral,hate,surprise
worry,neutral,relief,neutral
neutral,neutral,neutral,neutral
neutral,worry,neutral,enthusiasm
love,neutral,worry,sadness
neutral,worry,neutral,hate
love,worry,sadness,neutral
neutral,worry,neutral,worry
happiness,worry,happiness,sadness
neutral,happiness,worry,happiness
neutral,worry,fun,neutral
neutral,worry,sadness,neutral
love,neutral,love,neutral
happiness,worry,neutral,worry
worry,sadness,worry,love
neutral,love,worry,happiness
neutral,sadness,hate,neutral
love,worry,neutral,neutral
worry,worry,sadness,worry
neutral,love,neutral,love
worry,neutral,neutral,neutral
neutral,worry,neutral,surprise
worry,worry,worry,neutral
worry,neutral,worry,worry
neutral,worry,empty,sadness
worry,neutral,worry,sadness
neutral,worry,happiness,relief
neutral,neutral,fun,relief
worry,worry,neutral,worry
neutral,neutral,neutral,love
worry,love,surprise,happiness
neutral,neutral,boredom,happiness
neutral,neutral,anger,worry
worry,sadness,relief,sadness
love,worry,neutral,worry
neutral,neutral,sadness,sadness
worry,worry,neutral,hate
worry,worry,happiness,worry
neutral,worry,worry,sadness
sadness,neutral,sadness,happiness
happiness,happiness,neutral,happiness
love,love,love,love
neutral,worry,happiness,happiness
worry,worry,sadness,happiness
neutral,worry,happiness,sadness
worry,neutral,worry,enthusiasm
happiness,happiness,happiness,love
happiness,neutral,happiness,worry
worry,worry,love,worry
happiness,love,relief,love
happiness,worry,worry,neutral
neutral,worry,enthusiasm,sadness
neutral,neutral,worry,worry
neutral,neutral,neutral,worry
neutral,neutral,surprise,enthusiasm
neutral,neutral,neutral,neutral
sadness,neutral,worry,surprise
worry,neutral,worry,relief
worry,neutral,love,worry
happiness,worry,fun,sadness
love,neutral,love,worry
worry,worry,hate,neutral
love,worry,worry,sadness
worry,neutral,sadness,sadness
happiness,sadness,surprise,enthusiasm
fun,neutral,love,worry
neutral,happiness,neutral,happiness
worry,neutral,worry,happiness
neutral,worry,worry,neutral
worry,neutral,worry,fun
neutral,worry,neutral,hate
worry,neutral,happiness,neutral
neutral,worry,worry,happiness
neutral,neutral,relief,neutral
neutral,neutral,worry,happiness
worry,neutral,worry,surprise
worry,worry,worry,neutral
worry,worry,neutral,sadness
worry,worry,fun,love
happiness,happiness,neutral,fun
happiness,neutral,happiness,hate
neutral,neutral,enthusiasm,surprise
worry,worry,happiness,hate
neutral,sadness,worry,relief
neutral,neutral,happiness,sadness
sadness,worry,sadness,worry
worry,love,worry,neutral
sadness,love,worry,neutral
sadness,worry,empty,worry
worry,worry,neutral,sadness
happiness,neutral,love,worry
worry,neutral,sadness,relief
worry,worry,worry,neutral
neutral,neutral,fun,relief
neutral,neutral,neutral,happiness
neutral,neutral,sadness,enthusiasm
neutral,neutral,neutral,sadness
worry,happiness,boredom,happiness
happiness,neutral,neutral,love
worry,worry,neutral,worry
neutral,neutral,happiness,neutral
neutral,neutral,happiness,love
worry,love,worry,love
neutral,neutral,worry,surprise
neutral,worry,neutral,neutral
sadness,worry,worry,relief
sadness,worry,surprise,anger
worry,love,sadness,love
happiness,happiness,love,relief
happiness,love,neutral,happiness
neutral,worry,worry,fun
happiness,neutral,happiness,happiness
happiness,worry,happiness,hate
love,worry,love,hate
love,neutral,happiness,empty
worry,neutral,love,worry
surprise,neutral,surprise,neutral
neutral,neutral,neutral,worry
sadness,neutral,neutral,fun
neutral,neutral,sadness,hate
worry,worry,worry,love
worry,worry,worry,sadness
neutral,neutral,hate,empty
neutral,worry,fun,sadness
worry,neutral,love,worry
worry,worry,worry,worry
neutral,worry,happiness,worry
worry,neutral,worry,happiness
worry,neutral,worry,neutral
worry,worry,sadness,fun
worry,worry,neutral,surprise
neutral,worry,hate,worry
worry,worry,sadness,worry
neutral,neutral,neutral,relief
neutral,happiness,neutral,love
happiness,neutral,love,neutral
worry,worry,neutral,sadness
neutral,worry,enthusiasm,love
love,worry,worry,hate
worry,neutral,worry,neutral
neutral,neutral,worry,neutral
neutral,worry,neutral,sadness
love,neutral,surprise,worry
sadness,worry,happiness,sadness
worry,neutral,sadness,happiness
love,happiness,neutral,neutral
happiness,neutral,love,fun
worry,neutral,neutral,love
worry,neutral,neutral,neutral
neutral,happiness,empty,relief
relief,sadness,relief,worry
love,worry,surprise,worry
worry,worry,empty,happiness
worry,happiness,enthusiasm,worry
worry,happiness,hate,relief
happiness,worry,neutral,neutral
worry,neutral,worry,worry
neutral,worry,empty,neutral
worry,neutral,hate,worry
happiness,neutral,fun,neutral
happiness,worry,worry,worry
worry,happiness,hate,love
worry,neutral,sadness,worry
worry,neutral,worry,love
worry,worry,happiness,neutral
sadness,worry,hate,happiness
worry,love,anger,love
neutral,neutral,happiness,sadness
worry,worry,surprise,neutral
neutral,neutral,empty,neutral
neutral,neutral,neutral,hate
neutral,neutral,worry,neutral
love,neutral,love,neutral
happiness,love,neutral,love
worry,neutral,neutral,neutral
love,neutral,surprise,love
worry,neutral,sadness,neutral
happiness,neutral,happiness,empty
worry,worry,neutral,neutral
sadness,worry,enthusiasm,neutral
happiness,worry,neutral,neutral
happiness,neutral,happiness,neutral
happiness,neutral,happiness,happiness
neutral,happiness,neutral,neutral
sadness,happiness,worry,neutral
neutral,worry,neutral,neutral
love,worry,happiness,neutral
worry,happiness,empty,worry
happiness,love,neutral,love
neutral,sadness,empty,worry
worry,worry,sadness,worry
neutral,love,surprise,happiness
worry,neutral,neutral,neutral
neutral,neutral,worry,worry
worry,love,neutral,love
neutral,neutral,fun,relief
sadness,worry,worry,worry
worry,neutral,neutral,neutral
worry,neutral,sadness,worry
neutral,worry,worry,neutral
love,neutral,love,relief
worry,neutral,relief,happiness
worry,happiness,sadness,happiness
happiness,happiness,relief,happiness
worry,happiness,worry,love
worry,neutral,neutral,neutral
worry,neutral,happiness,relief
neutral,worry,boredom,worry
neutral,neutral,worry,worry
neutral,worry,worry,love
worry,love,worry,love
neutral,happiness,neutral,neutral
worry,neutral,worry,sadness
neutral,worry,worry,boredom
happiness,neutral,love,relief
worry,worry,worry,fun
happiness,love,love,happiness
worry,worry,sadness,sadness
worry,neutral,worry,boredom
love,worry,hate,neutral
worry,worry,sadness,worry
happiness,happiness,happiness,love
love,neutral,love,neutral
happiness,neutral,love,neutral
neutral,neutral,neutral,sadness
love,worry,love,sadness
worry,neutral,sadness,worry
worry,neutral,neutral,happiness
neutral,neutral,neutral,fun
worry,worry,sadness,worry
worry,happiness,sadness,surprise
worry,neutral,worry,sadness
sadness,neutral,love,sadness
neutral,worry,neutral,worry
neutral,neutral,worry,empty
neutral,sadness,neutral,surprise
neutral,happiness,fun,happiness
neutral,sadness,worry,sadness
happiness,happiness,neutral,happiness
neutral,love,fun,surprise
neutral,worry,happiness,worry
happiness,neutral,worry,neutral
worry,neutral,sadness,neutral
worry,neutral,empty,neutral
hate,worry,hate,worry
neutral,neutral,neutral,relief
neutral,neutral,happiness,worry
neutral,neutral,worry,worry
love,worry,love,worry
happiness,neutral,happiness,happiness
neutral,neutral,sadness,neutral
happiness,worry,happiness,neutral
happiness,happiness,enthusiasm,hate
neutral,happiness,sadness,neutral
neutral,happiness,happiness,happiness
worry,neutral,worry,love
sadness,love,neutral,love
neutral,worry,worry,happiness
worry,worry,worry,sadness
worry,worry,happiness,sadness
neutral,neutral,neutral,worry
neutral,worry,sadness,sadness
worry,neutral,happiness,relief
neutral,worry,neutral,empty
worry,worry,neutral,neutral
happiness,worry,worry,worry
neutral,worry,neutral,sadness
worry,neutral,enthusiasm,happiness
love,neutral,neutral,worry
relief,neutral,happiness,relief
neutral,neutral,happiness,happiness
neutral,worry,sadness,surprise
love,neutral,neutral,neutral
sadness,worry,neutral,worry
neutral,neutral,worry,love
worry,worry,sadness,neutral
sadness,neutral,worry,neutral
worry,worry,empty,neutral
hate,neutral,neutral,neutral
sadness,neutral,neutral,sadness
neutral,neutral,relief,worry
neutral,neutral,worry,neutral
hate,worry,worry,happiness
neutral,neutral,neutral,neutral
neutral,neutral,neutral,neutral
neutral,neutral,fun,worry
neutral,neutral,worry,neutral
worry,neutral,worry,neutral
neutral,worry,neutral,worry
worry,worry,hate,fun
sadness,neutral,surprise,neutral
sadness,worry,sadness,sadness
neutral,worry,worry,worry
sadness,worry,sadness,love
neutral,hate,neutral,surprise
love,worry,love,worry
love,neutral,sadness,love
neutral,neutral,worry,happiness
worry,worry,worry,sadness
neutral,neutral,surprise,worry
happiness,neutral,relief,neutral
worry,worry,neutral,worry
worry,love,happiness,love
happiness,neutral,happiness,neutral
neutral,worry,worry,sadness
happiness,neutral,relief,sadness
worry,worry,neutral,sadness
love,happiness,love,happiness
neutral,neutral,surprise,sadness
neutral,love,neutral,love
happiness,neutral,love,surprise
neutral,neutral,worry,happiness
worry,neutral,worry,love
happiness,love,love,surprise
worry,worry,worry,neutral
neutral,worry,empty,worry
neutral,neutral,worry,neutral
neutral,neutral,sadness,happiness
happiness,worry,happiness,worry
neutral,happiness,neutral,fun
worry,worry,neutral,hate
love,neutral,happiness,happiness
neutral,worry,neutral,neutral
worry,happiness,neutral,happiness
worry,happiness,neutral,happiness
sadness,worry,sadness,sadness
worry,neutral,neutral,neutral
happiness,neutral,neutral,neutral
happiness,neutral,surprise,worry
love,worry,love,sadness
worry,love,worry,love
neutral,happiness,neutral,happiness
worry,neutral,love,worry
sadness,neutral,sadness,neutral
neutral,worry,neutral,sadness
relief,neutral,happiness,neutral
neutral,worry,hate,fun
neutral,happiness,happiness,neutral
neutral,neutral,neutral,happiness
worry,sadness,worry,enthusiasm
happiness,neutral,happiness,neutral
worry,neutral,worry,fun
neutral,worry,neutral,neutral
happiness,neutral,happiness,neutral
neutral,love,relief,love
neutral,neutral,happiness,sadness
worry,worry,boredom,hate
sadness,happiness,neutral,love
worry,worry,surprise,sadness
worry,neutral,worry,happiness
neutral,worry,neutral,relief
love,worry,love,sadness
worry,neutral,worry,love
worry,neutral,worry,worry
neutral,worry,neutral,worry
neutral,neutral,fun,neutral
happiness,worry,happiness,sadness
neutral,neutral,sadness,neutral
happiness,sadness,sadness,sadness
worry,worry,happiness,worry
love,neutral,love,fun
neutral,worry,neutral,hate
hate,neutral,worry,love
worry,neutral,worry,worry
neutral,neutral,happiness,neutral
neutral,neutral,neutral,sadness
neutral,neutral,surprise,neutral
worry,worry,worry,worry
worry,worry,worry,sadness
happiness,neutral,surprise,neutral
neutral,neutral,fun,happiness
surprise,neutral,surprise,happiness
sadness,neutral,hate,love
happiness,neutral,worry,neutral
worry,happiness,neutral,surprise
neutral,worry,sadness,worry
neutral,neutral,worry,love
worry,neutral,fun,happiness
love,neutral,love,worry
worry,love,sadness,relief
worry,neutral,sadness,neutral
worry,happiness,worry,happiness
sadness,worry,sadness,fun
neutral,worry,fun,sadness
neutral,neutral,worry,sadness
neutral,neutral,hate,fun
worry,sadness,worry,worry
neutral,love,neutral,love
neutral,happiness,happiness,happiness
worry,worry,sadness,sadness
worry,worry,relief,sadness
neutral,neutral,neutral,worry
neutral,neutral,neutral,happiness
worry,worry,love,happiness
sadness,love,sadness,love
neutral,neutral,worry,relief
worry,neutral,neutral,sadness
love,happiness,happiness,surprise
neutral,worry,worry,neutral
sadness,worry,hate,hate
neutral,worry,sadness,sadness
worry,neutral,relief,neutral
neutral,neutral,neutral,neutral
love,worry,happiness,neutral
worry,sadness,boredom,hate
worry,neutral,worry,neutral
worry,happiness,neutral,happiness
worry,neutral,empty,sadness
happiness,love,fun,love
worry,worry,surprise,empty
worry,love,worry,happiness
neutral,worry,enthusiasm,worry
happiness,happiness,happiness,happiness
happiness,neutral,happiness,worry
worry,worry,relief,worry
worry,neutral,love,happiness
sadness,worry,worry,sadness
worry,neutral,worry,sadness
worry,worry,happiness,neutral
worry,worry,worry,surprise
worry,neutral,happiness,neutral
love,neutral,love,neutral
happiness,love,happiness,love
worry,love,neutral,worry
neutral,neutral,worry,neutral
neutral,worry,enthusiasm,fun
worry,neutral,surprise,relief
love,worry,love,fun
worry,neutral,fun,worry
worry,happiness,neutral,sadness
neutral,neutral,happiness,sadness
happiness,worry,fun,anger
worry,worry,worry,worry
neutral,worry,worry,worry
neutral,love,neutral,love
worry,happiness,sadness,happiness
sadness,worry,sadness,worry
neutral,worry,happiness,neutral
neutral,love,fun,love
worry,neutral,worry,happiness
worry,worry,surprise,worry
neutral,neutral,happiness,worry
hate,worry,hate,love
neutral,neutral,surprise,neutral
happiness,neutral,happiness,neutral
hate,worry,worry,relief
neutral,worry,worry,worry
worry,happiness,happiness,love
neutral,worry,worry,sadness
neutral,neutral,surprise,happiness
neutral,sadness,neutral,worry
neutral,happiness,worry,happiness
neutral,love,worry,love
worry,neutral,surprise,neutral
worry,neutral,worry,fun
worry,happiness,neutral,surprise
